ionizable_ratio,helper_ratio,sterol_ratio,peg_ratio,particle_size_nm,encapsulation_efficiency,ionizable_4A3-SC8,ionizable_A2-Iso5-2DC18,ionizable_ALC-0315,ionizable_AX4,ionizable_C12-200,ionizable_Custom lipid,ionizable_DLin-KC2-DMA,ionizable_DLin-MC3-DMA,ionizable_DLinDMA,ionizable_DODAP,ionizable_DOTAP,ionizable_DOTMA,ionizable_L202,ionizable_OF-02,ionizable_Other,ionizable_SM-102
30.0,16.0,51.5,2.5,109.0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,45.5,3.5,77.0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.0,28.0,38.5,3.5,87.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,28.0,28.5,3.5,85.0,32.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,22.0,40.0,3.0,96.0,39.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,28.0,34.5,2.5,109.0,58.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,89.0,44.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.0,22.0,44.5,3.5,74.0,57.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,22.0,39.5,3.5,93.0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.0,16.0,51.0,3.0,77.0,38.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.0,28.0,39.0,3.0,86.0,60.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,16.0,41.0,3.0,65.0,45.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,16.0,40.5,3.5,64.0,39.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,106.0,33.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,106.0,40.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,102.0,43.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,102.0,48.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,98.0,53.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,109.0,52.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,113.0,27.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,82.0,48.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,65.0,59.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,109.0,58.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50.0,11.5,37.5,1.0,48.0,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,37.5,1.0,31.0,87.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,35.0,2.5,32.0,88.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,35.0,2.5,30.0,87.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,33.5,5.0,27.0,84.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,33.5,5.0,26.0,84.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60.0,11.5,27.5,1.0,58.0,92.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60.0,11.5,27.5,1.0,39.0,91.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60.0,11.5,25.0,2.5,37.0,85.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60.0,11.5,25.0,2.5,35.0,82.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60.0,11.5,23.5,5.0,29.0,65.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60.0,11.5,23.5,5.0,30.0,80.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70.0,11.5,17.5,1.0,81.0,92.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70.0,11.5,17.5,1.0,48.0,75.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70.0,11.5,15.0,2.5,44.0,68.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70.0,11.5,15.0,2.5,42.0,77.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70.0,11.5,13.5,5.0,32.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70.0,11.5,13.5,5.0,32.0,75.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,7.5,1.0,101.0,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,7.5,1.0,54.0,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,6.0,2.5,53.0,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,6.0,2.5,49.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,37.5,1.0,90.0,82.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,37.5,1.0,100.0,74.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,7.5,1.0,95.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,7.5,1.0,42.0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,37.5,1.0,180.0,95.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,37.5,1.0,160.0,97.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,7.5,1.0,180.0,47.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,7.5,1.0,160.0,52.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,37.5,1.0,46.2,95.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,37.5,1.0,31.1,80.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,7.5,1.0,26.9,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,37.5,1.0,85.0,80.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,7.5,1.0,95.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,37.5,1.0,100.0,75.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,7.5,1.0,140.0,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,37.5,1.0,50.0,95.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,7.5,1.0,65.0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,11.5,37.5,1.0,95.0,95.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,11.5,7.5,1.0,40.0,50.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51.0,10.0,39.0,1.5,58.0,96.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
51.0,10.0,39.0,5.0,47.0,81.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.75,38.5,0.75,86.0,84.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,98.2,79.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,91.1,75.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,130.0,90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,140.0,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,140.0,87.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,130.0,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,140.0,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,135.0,87.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,125.0,86.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,125.0,85.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,170.0,84.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,165.0,86.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,140.0,87.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,130.0,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,160.0,85.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,130.0,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,120.0,90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,125.0,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,150.0,87.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,220.0,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,125.0,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,135.0,91.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,120.0,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,125.0,87.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,150.0,86.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,130.0,20.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,140.0,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,130.0,90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,125.0,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,115.0,87.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,105.0,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,100.0,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,95.0,87.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,95.0,90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.0,10.0,48.0,2.0,162.0,85.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.0,10.0,48.0,2.0,145.8,93.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.0,10.0,48.0,2.0,158.6,90.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.0,10.0,48.0,2.0,164.3,95.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.0,10.0,48.0,2.0,157.7,97.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40.0,10.0,48.0,2.0,129.9,92.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57.1,7.1,34.3,1.4,80.0,92.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,80.0,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,80.0,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,80.0,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.0,20.0,48.0,2.0,182.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.0,20.0,48.0,2.0,137.0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.0,20.0,48.0,2.0,140.0,84.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30.0,20.0,48.0,2.0,132.0,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
